lemma,display_word,variant,oxford_pos
relaxed,relaxed,,adj.
relaxing,relaxing,,adj.
repeated,repeated,,adj.
retired,retired,,adj.
sailor,sailor,,n.
script,script,,n.
setting,setting,,n.
shiny,shiny,,adj.
similarity,similarity,,n.
spending,spending,,n.
spicy,spicy,,adj.
spoken,spoken,,adj.
stadium,stadium,,n.
talented,talented,,adj.
theirs,theirs,,pron.
ton,ton,,n.
trainer,trainer,,n.
translation,translation,,n.
uncomfortable,uncomfortable,,adj.
underwear,underwear,,n.
unemployed,unemployed,,adj.
unfair,unfair,,adj.
unnecessary,unnecessary,,adj.
unpleasant,unpleasant,,adj.
used,used,,adj.
viewer,viewer,,n.
warning,warning,,n.
worldwide,worldwide,,adj.|adv.
written,written,,adj.
but,but,,prep.
make,make,,n.
time,time,,v.
very,very,,adj.
way,way,,adv.
back,back,,v.
even,even,,adj.
feel,feel,,n.
try,try,,n.
leave,leave,,n.
high,high,,n.
house,house,,v.
issue,issue,,v.
hold,hold,,n.
close,close,,n.
level,level,,v.
line,line,,v.
term,term,,v.
low,low,,n.
process,process,,v.
price,price,,v.
concern,concern,,n.|v.
stand,stand,,n.
yet,yet,,conj.
rate,rate,,v.
power,power,,v.
value,value,,v.
figure,figure,,v.
subject,subject,,adj.
reach,reach,,n.
free,free,,v.
sense,sense,,v.
produce,produce,,n.
position,position,,v.
account,account,,v.
major,major,,n.
forward,forward,,adj.
bear,bear,,v.
rise,rise,,n.
detail,detail,,v.
step,step,,v.
date,date,,v.
model,model,,v.
approach,approach,,n.|v.
amount,amount,,v.
picture,picture,,v.
regard,regard,,n.|v.
range,range,,v.
project,project,,v.
round,round,,n.
fund,fund,,n.|v.
national,national,,n.
stage,stage,,v.
address,address,,v.
demand,demand,,n.|v.
material,material,,adj.
wrong,wrong,,n.
pick,pick,,n.
patient,patient,,adj.
current,current,,n.
former,former,,adj.
firm,firm,,n.
official,official,,n.
structure,structure,,v.
catch,catch,,n.
thus,thus,,adv.
attempt,attempt,,n.|v.
medium,medium,,n.
stock,stock,,n.
establish,establish,,v.
function,function,,v.
contract,contract,,n.
contract,contract,,v.
significant,significant,,adj.
gain,gain,,n.|v.
stuff,stuff,,v.
military,military,,adj.|n.
challenge,challenge,,v.
strike,strike,,n.|v.
seek,seek,,v.
target,target,,v.
shall,shall,,modal v.
worth,worth,,n.
investment,investment,,n.
trip,trip,,v.
beyond,beyond,,adv.|prep.
potential,potential,,adj.|n.
trouble,trouble,,v.
file,file,,v.
bar,bar,,v.
advance,advance,,adj.|n.|v.
seat,seat,,v.
associate,associate,,v.
positive,positive,,n.
instance,instance,,n.
assume,assume,,v.
propose,propose,,v.
document,document,,v.
bill,bill,,v.
operate,operate,,v.
income,income,,n.
professional,professional,,n.
debate,debate,,n.|v.
object,object,,v.
maintain,maintain,,v.
credit,credit,,v.
extend,extend,,v.
facility,facility,,n.
screen,screen,,v.
track,track,,v.
agency,agency,,n.
fix,fix,,n.
proposal,proposal,,n.
shape,shape,,v.
estimate,estimate,,n.|v.
purchase,purchase,,n.|v.
survey,survey,,v.
majority,majority,,n.
wind,wind,,v.
budget,budget,,n.
appropriate,appropriate,,adj.
beat,beat,,n.
committee,committee,,n.
handle,handle,,n.|v.
trial,trial,,n.
complex,complex,,n.
conduct,conduct,,n.
conduct,conduct,,v.
otherwise,otherwise,,adv.
title,title,,v.
executive,executive,,adj.|n.
chair,chair,,v.
sample,sample,,v.
inform,inform,,v.
principle,principle,,n.
appeal,appeal,,n.|v.
trust,trust,,n.|v.
additional,additional,,adj.
negative,negative,,n.
ship,ship,,v.
observe,observe,,v.
sentence,sentence,,v.
print,print,,n.
progress,progress,,v.
speed,speed,,v.
display,display,,n.|v.
transfer,transfer,,n.|v.
overall,overall,,adj.|adv.
reveal,reveal,,v.
status,status,,n.
decline,decline,,n.|v.
launch,launch,,n.|v.
favor,favor,favour,v.
institution,institution,,n.
spot,spot,,v.
grant,grant,,n.|v.
feed,feed,,n.
sector,sector,,n.
mistake,mistake,,v.
ensure,ensure,,v.
satisfy,satisfy,,v.
chief,chief,,adj.|n.
labor,labor,labour,n.
procedure,procedure,,n.
struggle,struggle,,n.|v.
select,select,,v.
surround,surround,,v.
extent,extent,,n.
annual,annual,,adj.
fully,fully,,adv.
conflict,conflict,,n.|v.
entire,entire,,adj.
presence,presence,,n.
shift,shift,,v.
defense,defense,defence,n.
spread,spread,,n.
scale,scale,,n.
cry,cry,,n.
requirement,requirement,,n.
senior,senior,,adj.
emerge,emerge,,v.
map,map,,v.
concept,concept,,n.
circumstance,circumstance,,n.
mass,mass,,adj.|n.
contribute,contribute,,v.
failure,failure,,n.
schedule,schedule,,v.
adopt,adopt,,v.
equal,equal,,n.
plus,plus,,adj.|conj.|n.
brief,brief,,adj.
demonstrate,demonstrate,,v.
contribution,contribution,,n.
apparently,apparently,,adv.
burn,burn,,n.
initial,initial,,adj.
critical,critical,,adj.
desire,desire,,n.|v.
engage,engage,,v.
crisis,crisis,,n.
settle,settle,,v.
aid,aid,,n.|v.
delay,delay,,n.|v.
insurance,insurance,,n.
divide,divide,,n.
investigation,investigation,,n.
package,package,,v.
relatively,relatively,,adv.
host,host,,v.
broad,broad,,adj.
actual,actual,,adj.
battle,battle,,v.
consideration,consideration,,n.
threat,threat,,n.
enable,enable,,v.
cancer,cancer,,n.
vary,vary,,v.
volume,volume,,n.
whereas,whereas,,conj.
sum,sum,,n.|v.
monitor,monitor,,n.|v.
finance,finance,,n.|v.
shock,shock,,n.|v.
recall,recall,,v.
freedom,freedom,,n.
construction,construction,,n.
objective,objective,,adj.|n.
oppose,oppose,,v.
decrease,decrease,,n.
decrease,decrease,,v.
hurt,hurt,,n.
council,council,,n.
generate,generate,,v.
delivery,delivery,,n.
deny,deny,,v.
basically,basically,,adv.
violence,violence,,n.
minister,minister,,n.
affair,affair,,n.
civil,civil,,adj.
citizen,citizen,,n.
domestic,domestic,,adj.
load,load,,n.|v.
switch,switch,,n.
acquire,acquire,,v.
corporate,corporate,,adj.
tough,tough,,adj.
tear,tear,,n.
tear,tear,,v.
representative,representative,,adj.|n.
capacity,capacity,,n.
border,border,,v.
assessment,assessment,,n.
fee,fee,,n.
regulation,regulation,,n.
component,component,,n.
suspect,suspect,,n.|v.
confidence,confidence,,n.
industrial,industrial,,adj.
perspective,perspective,,n.
assess,assess,,v.
register,register,,n.|v.
relevant,relevant,,adj.
leadership,leadership,,n.
commitment,commitment,,n.
bond,bond,,n.
hire,hire,,n.
internal,internal,,adj.
chain,chain,,v.
threaten,threaten,,v.
division,division,,n.
secure,secure,,adj.|v.
root,root,,n.
expense,expense,,n.
rank,rank,,n.|v.
resident,resident,,adj.|n.
entirely,entirely,,adv.
moral,moral,,adj.|n.
insist,insist,,v.
combination,combination,,n.
principal,principal,,adj.
master,master,,n.|v.
session,session,,n.
grade,grade,,v.
nevertheless,nevertheless,,adv.
protection,protection,,n.
largely,largely,,adv.
shot,shot,,n.
reasonable,reasonable,,adj.
guarantee,guarantee,,n.|v.
judgment,judgment,,n.
approve,approve,,v.
loan,loan,,n.
elect,elect,,v.
characteristic,characteristic,,adj.|n.
license,license,licence,n.
rely,rely,,v.
narrow,narrow,,v.
permit,permit,,n.
permit,permit,,v.
commission,commission,,n.|v.
unique,unique,,adj.
association,association,,n.
fuel,fuel,,v.
expectation,expectation,,n.
increasingly,increasingly,,adv.
cast,cast,,n.|v.
notion,notion,,n.
conservative,conservative,,adj.|n.
opposition,opposition,,n.
relief,relief,,n.
debt,debt,,n.
honor,honor,honour,n.|v.
outcome,outcome,,n.
blame,blame,,n.|v.
arise,arise,,v.
recover,recover,,v.
stretch,stretch,,n.|v.
declare,declare,,v.
witness,witness,,n.|v.
selection,selection,,n.
participant,participant,,n.
vision,vision,,n.
fellow,fellow,,adj.
capture,capture,,n.|v.
discount,discount,,v.
chairman,chairman,,n.
constant,constant,,adj.
significantly,significantly,,adv.
ideal,ideal,,n.
somewhat,somewhat,,adv.
faith,faith,,n.
reduction,reduction,,n.
reserve,reserve,,n.|v.
mission,mission,,n.
tone,tone,,n.
justice,justice,,n.
phase,phase,,n.
rush,rush,,n.|v.
command,command,,n.|v.
impose,impose,,v.
closely,closely,,adv.
multiple,multiple,,adj.
via,via,,prep.
county,county,,n.
chart,chart,,v.
hell,hell,,n.
household,household,,n.
acknowledge,acknowledge,,v.
reward,reward,,n.|v.
furthermore,furthermore,,adv.
accuse,accuse,,v.
wage,wage,,n.
construct,construct,,v.
remark,remark,,n.|v.
dozen,dozen,,det.|n.
widely,widely,,adv.
minimum,minimum,,adj.|n.
estate,estate,,n.
expose,expose,,v.
victory,victory,,n.
resolve,resolve,,v.
critic,critic,,n.
permanent,permanent,,adj.
pursue,pursue,,v.
urge,urge,,v.
priority,priority,,n.
stable,stable,,adj.
vast,vast,,adj.
regional,regional,,adj.
incident,incident,,n.
draft,draft,,n.|v.
slip,slip,,v.
accompany,accompany,,v.
illustrate,illustrate,,v.
imply,imply,,v.
temporary,temporary,,adj.
truly,truly,,adv.
disk,disk,,n.
core,core,,adj.|n.
emotional,emotional,,adj.
aircraft,aircraft,,n.
self,self,,n.
existence,existence,,n.
panel,panel,,n.
prime,prime,,adj.
emphasize,emphasize,,v.
maximum,maximum,,adj.|n.
elsewhere,elsewhere,,adv.
initiative,initiative,,n.
discipline,discipline,,n.
extreme,extreme,,n.
passage,passage,,n.
reputation,reputation,,n.
crash,crash,,n.|v.
observation,observation,,n.
concentration,concentration,,n.
deserve,deserve,,v.
defend,defend,,v.
classic,classic,,adj.|n.
collapse,collapse,,n.|v.
fundamental,fundamental,,adj.
abroad,abroad,,adv.
soul,soul,,n.
capable,capable,,adj.
defeat,defeat,,n.|v.
enhance,enhance,,v.
slide,slide,,n.|v.
breast,breast,,n.
encounter,encounter,,n.|v.
excuse,excuse,,n.|v.
partly,partly,,adv.
urban,urban,,adj.
massive,massive,,adj.
install,install,,v.
calculate,calculate,,v.
upper,upper,,adj.
creation,creation,,n.
outline,outline,,n.|v.
preserve,preserve,,v.
split,split,,n.|v.
consistent,consistent,,adj.
aside,aside,,adv.
comfort,comfort,,n.|v.
severe,severe,,adj.
prospect,prospect,,n.
plot,plot,,v.
criticism,criticism,,n.
bet,bet,,n.|v.
retain,retain,,v.
sequence,sequence,,n.
plain,plain,,adj.
rural,rural,,adj.
abandon,abandon,,v.
examination,examination,,n.
silence,silence,,n.
rapidly,rapidly,,adv.
efficient,efficient,,adj.
revolution,revolution,,n.
lean,lean,,v.
dramatic,dramatic,,adj.
distribute,distribute,,v.
crucial,crucial,,adj.
crop,crop,,n.
minority,minority,,n.
origin,origin,,n.
landscape,landscape,,n.
fault,fault,,n.
exhibit,exhibit,,n.|v.
minor,minor,,adj.
hunt,hunt,,n.
dominate,dominate,,v.
deeply,deeply,,adv.
ultimately,ultimately,,adv.
proof,proof,,n.
preparation,preparation,,n.
agenda,agenda,,n.
emphasis,emphasis,,n.
edition,edition,,n.
wire,wire,,n.
publication,publication,,n.
slight,slight,,adj.
unknown,unknown,,adj.
zone,zone,,n.
inch,inch,,n.
elderly,elderly,,adj.
owe,owe,,v.
governor,governor,,n.
pitch,pitch,,n.
contemporary,contemporary,,adj.
specialist,specialist,,adj.|n.
numerous,numerous,,adj.
submit,submit,,v.
sensitive,sensitive,,adj.
inspire,inspire,,v.
grand,grand,,adj.
crew,crew,,n.
phenomenon,phenomenon,,n.
alter,alter,,v.
routine,routine,,adj.
stare,stare,,v.
convert,convert,,v.
steady,steady,,adj.
pace,pace,,n.|v.
justify,justify,,v.
vital,vital,,adj.
external,external,,adj.
sweep,sweep,,v.
obligation,obligation,,n.
evaluate,evaluate,,v.
anger,anger,,n.
initially,initially,,adv.
stream,stream,,n.
apparent,apparent,,adj.
constantly,constantly,,adv.
scream,scream,,n.|v.
steel,steel,,n.
transform,transform,,v.
wound,wound,,n.|v.
loose,loose,,adj.
wealth,wealth,,n.
gradually,gradually,,adv.
tank,tank,,n.
evil,evil,,adj.|n.
tune,tune,,n.
transition,transition,,n.
extraordinary,extraordinary,,adj.
pose,pose,,v.
van,van,,n.
curve,curve,,n.|v.
depth,depth,,n.
interpret,interpret,,v.
inner,inner,,adj.
harm,harm,,n.|v.
shadow,shadow,,n.
impress,impress,,v.
infection,infection,,n.
resort,resort,,n.
broadcast,broadcast,,n.|v.
blind,blind,,adj.
pure,pure,,adj.
alarm,alarm,,v.
cite,cite,,v.
sponsor,sponsor,,n.|v.
accurate,accurate,,adj.
desert,desert,,v.
occasionally,occasionally,,adv.
frequency,frequency,,n.
criticize,criticize,criticise,v.
philosophy,philosophy,,n.
approval,approval,,n.
grab,grab,,v.
edit,edit,,v.
dig,dig,,v.
drag,drag,,v.
mount,mount,,v.
wrap,wrap,,v.
angle,angle,,n.
offense,offense,,n.
detect,detect,,v.
surgery,surgery,,n.
visual,visual,,adj.
adapt,adapt,,v.
rescue,rescue,,n.|v.
league,league,,n.
rapid,rapid,,adj.
cancel,cancel,,v.
regret,regret,,n.|v.
dismiss,dismiss,,v.
opponent,opponent,,n.
resist,resist,,v.
absolute,absolute,,adj.
barrier,barrier,,n.
rid,rid,,v.
motor,motor,,adj.|n.
possess,possess,,v.
float,float,,v.
wealthy,wealthy,,adj.
acceptable,acceptable,,adj.
measurement,measurement,,n.
illustration,illustration,,n.
weakness,weakness,,n.
contest,contest,,n.
contest,contest,,v.
aggressive,aggressive,,adj.
govern,govern,,v.
praise,praise,,n.|v.
modify,modify,,v.
flash,flash,,n.|v.
therapy,therapy,,n.
imagination,imagination,,n.
insight,insight,,n.
joy,joy,,n.
pregnant,pregnant,,adj.
fortune,fortune,,n.
pile,pile,,n.|v.
creature,creature,,n.
tale,tale,,n.
fold,fold,,n.
intense,intense,,adj.
inquiry,inquiry,,n.
strict,strict,,adj.
humor,humor,humour,n.
wise,wise,,adj.
shelter,shelter,,n.|v.
whisper,whisper,,n.|v.
species,species,,n.
bunch,bunch,,n.
hesitate,hesitate,,v.
wherever,wherever,,conj.
anxious,anxious,,adj.
nerve,nerve,,n.
raw,raw,,adj.
slope,slope,,n.|v.
universe,universe,,n.
flexible,flexible,,adj.
shade,shade,,n.
swear,swear,,v.
solar,solar,,adj.
ashamed,ashamed,,adj.
found,found,,v.
exit,exit,,v.
beg,beg,,v.
bitter,bitter,,adj.
bush,bush,,n.
conscious,conscious,,adj.
cure,cure,,n.|v.
decorate,decorate,,v.
desperate,desperate,,adj.
flame,flame,,n.
forgive,forgive,,v.
heaven,heaven,,n.
interrupt,interrupt,,v.
junior,junior,,adj.
melt,melt,,v.
privacy,privacy,,n.
rub,rub,,v.
shame,shame,,n.
anniversary,anniversary,,n.
artificial,artificial,,adj.
aspect,aspect,,n.
congress,congress,,n.
courage,courage,,n.
criterion,criterion,,n.
decent,decent,,adj.
deliberate,deliberate,,adj.
enthusiastic,enthusiastic,,adj.
ethical,ethical,,adj.
gang,gang,,n.
goods,goods,,n.
heel,heel,,n.
holy,holy,,adj.
institute,institute,,n.
mineral,mineral,,n.
nightmare,nightmare,,n.
obey,obey,,v.
obtain,obtain,,v.
offend,offend,,v.
organ,organ,,n.
psychology,psychology,,n.
rhythm,rhythm,,n.
rubber,rubber,,adj.|n.
satellite,satellite,,n.
shallow,shallow,,adj.
steep,steep,,adj.
stiff,stiff,,adj.
sympathy,sympathy,,n.
tunnel,tunnel,,n.
upward,upward,upwards,adv.
virtual,virtual,,adj.
following,following,,prep.
worse,worse,,n.
worst,worst,,n.
latest,latest,,n.
afterward,afterward,,adv.
armed,armed,,adj.
arms,arms,,n.
artistic,artistic,,adj.
associated,associated,,adj.
attorney,attorney,,n.
bacteria,bacteria,,n.
being,being,,n.
bent,bent,,adj.
bullet,bullet,,n.
commonly,commonly,,adv.
complicated,complicated,,adj.
concerned,concerned,,adj.
confusing,confusing,,adj.
convinced,convinced,,adj.
curved,curved,,adj.
decoration,decoration,,n.
deliberately,deliberately,,adv.
depressed,depressed,,adj.
depressing,depressing,,adj.
detailed,detailed,,adj.
dishonest,dishonest,,adj.
distribution,distribution,,n.
downward,downward,,adj.|adv.
enthusiasm,enthusiasm,,n.
exploration,exploration,,n.
feather,feather,,n.
feedback,feedback,,n.
finding,finding,,n.
folding,folding,,adj.
funding,funding,,n.
genre,genre,,n.
harmful,harmful,,adj.
hearing,hearing,,n.
hollow,hollow,,adj.
housing,housing,,n.
humorous,humorous,,adj.
hunting,hunting,,n.
impatient,impatient,,adj.
impressed,impressed,,adj.
intended,intended,,adj.
limited,limited,,adj.
lively,lively,,adj.
logical,logical,,adj.
long-term,long-term,,adj.|adv.
lord,lord,,n.
lower,lower,,v.
lung,lung,,n.
matching,matching,,adj.
means,means,,n.
mixed,mixed,,adj.
multiply,multiply,,v.
mysterious,mysterious,,adj.
offensive,offensive,,adj.
opening,opening,,n.
opposed,opposed,,adj.
outer,outer,,adj.
pointed,pointed,,adj.
popularity,popularity,,n.
psychologist,psychologist,,n.
realistic,realistic,,adj.
satisfied,satisfied,,adj.
saving,saving,,n.
senate,senate,,n.
senator,senator,,n.
shocked,shocked,,adj.
shooting,shooting,,n.
silk,silk,,n.
sincere,sincere,,adj.
spiritual,spiritual,,adj.
sticky,sticky,,adj.
surrounding,surrounding,,adj.
tropical,tropical,,adj.
unconscious,unconscious,,adj.
unexpected,unexpected,,adj.
venue,venue,,n.
vitamin,vitamin,,n.
whom,whom,,pron.
wildlife,wildlife,,n.
willing,willing,,adj.
accord,accord,,n.|v.
pause,pause,,n.|v.
unclear,unclear,,adj.
excite,excite,,v.
reform,reform,,n.|v.
scheme,scheme,,n.|v.
revenue,revenue,,n.
proceed,proceed,,v.
manufacture,manufacture,,n.|v.
moreover,moreover,,adv.
bind,bind,,v.
troop,troop,,n.
asset,asset,,n.
amaze,amaze,,v.
provision,provision,,n.
abuse,abuse,,n.|v.
wed,wed,,v.
investor,investor,,n.
lovely,lovely,,adj.
peak,peak,,adj.|n.|v.
proportion,proportion,,n.
considerable,considerable,,adj.
joint,joint,,adj.|n.
poll,poll,,n.|v.
bore,bore,,n.|v.
somehow,somehow,,adv.
latter,latter,,adj.|n.
index,index,,n.|v.
besides,besides,,adv.|prep.
yield,yield,,n.|v.
legislation,legislation,,n.
mobile,mobile,,adj.|n.
implement,implement,,n.|v.
voter,voter,,n.
absence,absence,,n.
settlement,settlement,,n.
variable,variable,,adj.|n.
appoint,appoint,,v.
prior,prior,,adj.
merely,merely,,adv.
resolution,resolution,,n.
liberal,liberal,,adj.|n.
motion,motion,,n.|v.
complicate,complicate,,v.
disappoint,disappoint,,v.
assumption,assumption,,n.
forth,forth,,adv.
negotiation,negotiation,,n.
mechanism,mechanism,,n.
democracy,democracy,,n.
implication,implication,,n.
interaction,interaction,,n.
presidential,presidential,,adj.
distinguish,distinguish,,v.
substantial,substantial,,adj.
nearby,nearby,,adj.|adv.
manufacturer,manufacturer,,n.
cope,cope,,v.
accommodation,accommodation,,n.
exception,exception,,n.
corporation,corporation,,n.
output,output,,n.|v.
occupy,occupy,,v.
sufficient,sufficient,,adj.
swing,swing,,n.|v.
secondly,secondly,,adv.
gene,gene,,n.
criteria,criteria,,n.
primarily,primarily,,adv.
integrate,integrate,,v.
convention,convention,,n.
delight,delight,,n.|v.
premise,premise,,n.|v.
differ,differ,,v.
protein,protein,,n.
intellectual,intellectual,,adj.|n.
derive,derive,,v.
interpretation,interpretation,,n.
negotiate,negotiate,,v.
supplier,supplier,,n.
peer,peer,,n.|v.
pension,pension,,n.|v.
acquisition,acquisition,,n.
recognition,recognition,,n.
assistance,assistance,,n.
retirement,retirement,,n.
respectively,respectively,,adv.
variation,variation,,n.
representation,representation,,n.
dispute,dispute,,n.|v.
undertake,undertake,,v.
retail,retail,,adv.|n.|v.
gay,gay,,adj.|n.
framework,framework,,n.
restrict,restrict,,v.
trace,trace,,n.|v.
equivalent,equivalent,,adj.|n.
enterprise,enterprise,,n.
ease,ease,,n.|v.
assure,assure,,v.
crack,crack,,n.|v.
virtually,virtually,,adv.
era,era,,n.
coverage,coverage,,n.
tension,tension,,n.
input,input,,n.|v.
isolate,isolate,,v.
eliminate,eliminate,,v.
welfare,welfare,,n.
recruit,recruit,,n.|v.
exclude,exclude,,v.
hence,hence,,adv.
pupil,pupil,,n.
restore,restore,,v.
formula,formula,,n.
perceive,perceive,,v.
beside,beside,,prep.
devote,devote,,v.
terrorist,terrorist,,n.
fascinate,fascinate,,v.
spare,spare,,adj.|n.|v.
depression,depression,,n.
underlie,underlie,,v.
distinction,distinction,,n.
satisfaction,satisfaction,,n.
incorporate,incorporate,,v.
pub,pub,,n.
perception,perception,,n.
database,database,,n.
territory,territory,,n.
expansion,expansion,,n.
scare,scare,,n.|v.
boundary,boundary,,n.
ratio,ratio,,n.
withdraw,withdraw,,v.
disorder,disorder,,n.
demonstration,demonstration,,n.
analyst,analyst,,n.
restriction,restriction,,n.
foundation,foundation,,n.
strain,strain,,n.|v.
innovation,innovation,,n.
trail,trail,,n.|v.
trap,trap,,n.|v.
extension,extension,,n.
remarkable,remarkable,,adj.
bid,bid,,n.|v.
breed,breed,,n.|v.
adviser,adviser,,n.
stem,stem,,n.|v.
reverse,reverse,,adj.|n.|v.
mode,mode,,n.
adjust,adjust,,v.
nowadays,nowadays,,adv.
agricultural,agricultural,,adj.
overcome,overcome,,v.
log,log,,n.|v.
portion,portion,,n.
extensive,extensive,,adj.
independence,independence,,n.
consult,consult,,v.
strip,strip,,n.|v.
intervention,intervention,,n.
vice,vice,,n.
radical,radical,,adj.|n.
dimension,dimension,,n.
subsequent,subsequent,,adj.
efficiency,efficiency,,n.
membership,membership,,n.
bloody,bloody,,adj.|adv.|v.
ally,ally,,n.|v.
mature,mature,,adj.|v.
briefly,briefly,,adv.
disturb,disturb,,v.
sustain,sustain,,v.
newly,newly,,adv.
parallel,parallel,,adj.|adv.|n.|v.
gender,gender,,n.
dealer,dealer,,n.
burden,burden,,n.|v.
mate,mate,,n.|v.
shareholder,shareholder,,n.
resistance,resistance,,n.
tap,tap,,n.|v.
attribute,attribute,,n.|v.
entitle,entitle,,v.
involvement,involvement,,n.
exposure,exposure,,n.
conventional,conventional,,adj.
formation,formation,,n.
deposit,deposit,,n.|v.
advocate,advocate,,n.|v.
establishment,establishment,,n.
recovery,recovery,,n.
seal,seal,,n.|v.
characterize,characterize,,v.
specify,specify,,v.
spin,spin,,n.|v.
operator,operator,,n.
infant,infant,,n.
anticipate,anticipate,,v.
dependent,dependent,,adj.|n.
specialize,specialize,,v.
anxiety,anxiety,,n.
precisely,precisely,,adv.
rival,rival,,adj.|n.|v.
moderate,moderate,,adj.|n.|v.
significance,significance,,n.
universal,universal,,adj.|n.
constitute,constitute,,v.
adequate,adequate,,adj.
consultant,consultant,,n.
historian,historian,,n.
keen,keen,,adj.
ethnic,ethnic,,adj.
clinical,clinical,,adj.
forecast,forecast,,n.|v.
segment,segment,,n.|v.
prompt,prompt,,adj.|n.|v.
charm,charm,,n.|v.
venture,venture,,n.|v.
compound,compound,,adj.|n.|v.
preference,preference,,n.
comprehensive,comprehensive,,adj.
incentive,incentive,,n.
margin,margin,,n.
beneath,beneath,,adv.|prep.
capability,capability,,n.
correspond,correspond,,v.
stroke,stroke,,n.|v.
dare,dare,,modal v.|v.
divorce,divorce,,n.|v.
ruin,ruin,,n.|v.
counsel,counsel,,n.|v.
tendency,tendency,,n.
frequent,frequent,,adj.|v.
survival,survival,,n.
counter,counter,,adj.|adv.|n.|v.
greatly,greatly,,adv.
visible,visible,,adj.
evolution,evolution,,n.
awareness,awareness,,n.
random,random,,adj.
depress,depress,,v.
burst,burst,,n.|v.
privilege,privilege,,n.|v.
buyer,buyer,,n.
mutual,mutual,,adj.
rail,rail,,n.
motivate,motivate,,v.
mortgage,mortgage,,n.|v.
promotion,promotion,,n.
fulfill,fulfill,,v.
dedicate,dedicate,,v.
roughly,roughly,,adv.
province,province,,n.
evaluation,evaluation,,n.
compromise,compromise,,n.|v.
accomplish,accomplish,,v.
glance,glance,,n.|v.
opera,opera,,n.
embarrass,embarrass,,v.
genetic,genetic,,adj.
format,format,,n.|v.
literary,literary,,adj.
embrace,embrace,,n.|v.
pump,pump,,n.|v.
publisher,publisher,,n.
compensation,compensation,,n.
versus,versus,,prep.
deficit,deficit,,n.
literally,literally,,adv.
equation,equation,,n.
gesture,gesture,,n.|v.
assign,assign,,v.
inflation,inflation,,n.
twist,twist,,n.|v.
personnel,personnel,,n.
tackle,tackle,,n.|v.
exceed,exceed,,v.
expenditure,expenditure,,n.
gear,gear,,n.|v.
scholar,scholar,,n.
psychological,psychological,,adj.
dramatically,dramatically,,adv.
stake,stake,,n.|v.
partnership,partnership,,n.
participation,participation,,n.
penalty,penalty,,n.
chamber,chamber,,n.
evolve,evolve,,v.
sake,sake,,n.
boost,boost,,n.|v.
abortion,abortion,,n.
curious,curious,,adj.
boom,boom,,n.|v.
democratic,democratic,,adj.
maintenance,maintenance,,n.
consequently,consequently,,adv.
strengthen,strengthen,,v.
whilst,whilst,,conj.
constraint,constraint,,n.
bin,bin,,n.
undergo,undergo,,v.
potentially,potentially,,adv.
scope,scope,,n.
diversity,diversity,,n.
allege,allege,,v.
pride,pride,,n.|v.
resign,resign,,v.
craft,craft,,n.|v.
concrete,concrete,,adj.|n.
damn,damn,,adj.|adv.|exclam.|n.|v.
distinct,distinct,,adj.
limitation,limitation,,n.
indication,indication,,n.
stability,stability,,n.
neglect,neglect,,n.|v.
compose,compose,,v.
jail,jail,,n.|v.
mere,mere,,adj.
carbon,carbon,,n.
regulate,regulate,,v.
trigger,trigger,,n.|v.
destruction,destruction,,n.
rear,rear,,adj.|n.|v.
presumably,presumably,,adv.
bless,bless,,v.
amendment,amendment,,n.
jury,jury,,n.
cooperation,cooperation,,n.
civilian,civilian,,adj.|n.
composition,composition,,n.
regardless,regardless,,adv.
racial,racial,,adj.
hopefully,hopefully,,adv.
sanction,sanction,,n.|v.
maker,maker,,n.
stimulate,stimulate,,v.
tissue,tissue,,n.
barely,barely,,adv.
pro,pro,,n.|prep.
motivation,motivation,,n.
firmly,firmly,,adv.
interior,interior,,adj.|n.
championship,championship,,n.
excess,excess,,adj.|n.
complexity,complexity,,n.
liability,liability,,n.
surprisingly,surprisingly,,adv.
extract,extract,,n.|v.
implementation,implementation,,n.
bias,bias,,n.|v.
catalog,catalog,catalogue,n.|v.
golden,golden,,adj.
guideline,guideline,,n.
envelope,envelope,,n.
biological,biological,,adj.
weekly,weekly,,adj.|adv.|n.
firstly,firstly,,adv.
exhaust,exhaust,,n.|v.
castle,castle,,n.
veteran,veteran,,n.
reflection,reflection,,n.
determination,determination,,n.
altogether,altogether,,adv.
cluster,cluster,,n.|v.
confusion,confusion,,n.
logic,logic,,n.
controversial,controversial,,adj.
grammar,grammar,,n.
hint,hint,,n.|v.
hook,hook,,n.|v.
panic,panic,,n.|v.
genuine,genuine,,adj.
vessel,vessel,,n.
verb,verb,,n.
reckon,reckon,,v.
harbor,harbor,harbour,n.|v.
chase,chase,,n.|v.
storage,storage,,n.
lover,lover,,n.
rat,rat,,n.
substitute,substitute,,n.|v.
supplement,supplement,,n.|v.
adjustment,adjustment,,n.
reasonably,reasonably,,adv.
filter,filter,,n.|v.
abstract,abstract,,adj.|n.|v.
precise,precise,,adj.
distant,distant,,adj.
situate,situate,,v.
leap,leap,,n.|v.
snap,snap,,adj.|n.|v.
probability,probability,,n.
uncertainty,uncertainty,,n.
refugee,refugee,,n.
shore,shore,,n.
monthly,monthly,,adj.|adv.|n.
comprise,comprise,,v.
stir,stir,,n.|v.
sigh,sigh,,n.|v.
pregnancy,pregnancy,,n.
experimental,experimental,,adj.
institutional,institutional,,adj.
wander,wander,,n.|v.
empire,empire,,n.
subsequently,subsequently,,adv.
